case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
"lagi diskon parahhh cus langsung belii karna emang bener bagus dan waterproof.. packaging nya keren aman bgt, padahal pensil aja gitu tapi kotak nya kek paket skincare 😁😁✨✨✨",lagi diskon parahhh cus langsung belii karna emang bener bagus dan waterproof packaging nya keren aman bgt padahal pensil aja gitu tapi kotak nya kek paket skincare,lagi diskon parah cus langsung beli karena memang benar bagus dan waterproof packaging nya keren aman banget padahal pensil saja begitu tapi kotak nya kayak paket skincare,"['lagi', 'diskon', 'parah', 'cus', 'langsung', 'beli', 'karena', 'memang', 'benar', 'bagus', 'dan', 'waterproof', 'packaging', 'nya', 'keren', 'aman', 'banget', 'padahal', 'pensil', 'saja', 'begitu', 'tapi', 'kotak', 'nya', 'kayak', 'paket', 'skincare']","['diskon', 'parah', 'cus', 'beli', 'bagus', 'waterproof', 'packaging', 'keren', 'aman', 'banget', 'pensil', 'kotak', 'paket', 'skincare']","['diskon', 'parah', 'cus', 'beli', 'bagus', 'waterproof', 'packaging', 'keren', 'aman', 'banget', 'pensil', 'kotak', 'paket', 'skincare']",diskon parah cus beli bagus waterproof packaging keren aman banget pensil kotak paket skincare
"si lokal yg okeeee, happy krn smua serum yg kupake cucok 😊",si lokal yg okeeee happy krn smua serum yg kupake cucok,sih lokal yang oke happy karena semua serum yang kupake cocok,"['sih', 'lokal', 'yang', 'oke', 'happy', 'karena', 'semua', 'serum', 'yang', 'kupake', 'cocok']","['lokal', 'oke', 'happy', 'serum', 'kupake', 'cocok']","['lokal', 'oke', 'happy', 'serum', 'kupake', 'cocok']",lokal oke happy serum kupake cocok
tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'kering', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'tipe', 'kulit', 'kering', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit normal tipe kulit kombinasi kulit kerut tipe kulit kering kulit jerawat kulit pori tipe kulit sensitif
"original 
fast delivery 
great packing",original fast delivery great packing,original fast delivery great packing,"['original', 'fast', 'delivery', 'great', 'packing']","['original', 'fast', 'delivery', 'great', 'packing']","['original', 'fast', 'delivery', 'great', 'packing']",original fast delivery great packing
baru mau nyoba hehe semoga cocok,baru mau nyoba semoga cocok,baru mau mencoba semoga cocok,"['baru', 'mau', 'mencoba', 'semoga', 'cocok']","['mencoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok
blom dicoba smoga bagus,blom dicoba smoga bagus,belum dicoba semoga bagus,"['belum', 'dicoba', 'semoga', 'bagus']","['dicoba', 'semoga', 'bagus']","['coba', 'moga', 'bagus']",coba moga bagus
"harga murah dpt 140k plus dapat cashback 22rb.

maa syaa allah.",harga murah dpt plus dapat cashback rb maa syaa allah,harga murah dapat plus dapat cashback ribu maa syaa allah,"['harga', 'murah', 'dapat', 'plus', 'dapat', 'cashback', 'ribu', 'maa', 'syaa', 'allah']","['harga', 'murah', 'plus', 'cashback', 'maa', 'syaa', 'allah']","['harga', 'murah', 'plus', 'cashback', 'maa', 'syaa', 'allah']",harga murah plus cashback maa syaa allah
"bagus sekali, suka banget
cocok di aku. ada semriwing²nya

mana dapat harga murah lagi

terimakasih seller🫶🫶🫶",bagus sekali suka banget cocok di aku ada semriwing nya mana dapat harga murah lagi terimakasih seller,bagus sekali suka banget cocok di aku ada semriwing nya mana dapat harga murah lagi terima kasih seller,"['bagus', 'sekali', 'suka', 'banget', 'cocok', 'di', 'aku', 'ada', 'semriwing', 'nya', 'mana', 'dapat', 'harga', 'murah', 'lagi', 'terima', 'kasih', 'seller']","['bagus', 'suka', 'banget', 'cocok', 'semriwing', 'harga', 'murah', 'terima', 'kasih', 'seller']","['bagus', 'suka', 'banget', 'cocok', 'semriwing', 'harga', 'murah', 'terima', 'kasih', 'seller']",bagus suka banget cocok semriwing harga murah terima kasih seller
thank you kak barangnya sudah sampai. terima kasih bonusnya,thank you kak barangnya sudah sampai terima kasih bonusnya,thank you kak barangnya sudah sampai terima kasih bonusnya,"['thank', 'you', 'kak', 'barangnya', 'sudah', 'sampai', 'terima', 'kasih', 'bonusnya']","['thank', 'barangnya', 'terima', 'kasih', 'bonusnya']","['thank', 'barang', 'terima', 'kasih', 'bonus']",thank barang terima kasih bonus
"cepat sampainya, packing aman banget",cepat sampainya packing aman banget,cepat sampainya packing aman banget,"['cepat', 'sampainya', 'packing', 'aman', 'banget']","['cepat', 'sampainya', 'packing', 'aman', 'banget']","['cepat', 'sampai', 'packing', 'aman', 'banget']",cepat sampai packing aman banget
tipe kulitku sensitif masalah kulitku jerawat tipe kulitku kering,tipe kulitku sensitif masalah kulitku jerawat tipe kulitku kering,tipe kulitku sensitif masalah kulitku jerawat tipe kulitku kering,"['tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'tipe', 'kulit', 'kering']",tipe kulit sensitif kulit jerawat tipe kulit kering
"terbaik memang, tidak pernah gagal dari dlu",terbaik memang tidak pernah gagal dari dlu,terbaik memang tidak pernah gagal dari dulu,"['terbaik', 'memang', 'tidak', 'pernah', 'gagal', 'dari', 'dulu']","['terbaik', 'gagal']","['baik', 'gagal']",baik gagal
bwneran baguuus,bwneran baguuus,beneran bagus,"['beneran', 'bagus']","['beneran', 'bagus']","['beneran', 'bagus']",beneran bagus
"barang sudah sampai, pengiriman cepat, pengemasan safety",barang sudah sampai pengiriman cepat pengemasan safety,barang sudah sampai pengiriman cepat pengemasan safety,"['barang', 'sudah', 'sampai', 'pengiriman', 'cepat', 'pengemasan', 'safety']","['pengiriman', 'cepat', 'pengemasan', 'safety']","['kirim', 'cepat', 'emas', 'safety']",kirim cepat emas safety
mantap pengirimannya cepat. packing aman besar banget padahal isinya kecil dan didalamnya dilapis lg dengan bubble wrap.,mantap pengirimannya cepat packing aman besar banget padahal isinya kecil dan didalamnya dilapis lg dengan bubble wrap,mantap pengirimannya cepat packing aman besar banget padahal isinya kecil dan didalamnya dilapis lagi dengan bubble wrap,"['mantap', 'pengirimannya', 'cepat', 'packing', 'aman', 'besar', 'banget', 'padahal', 'isinya', 'kecil', 'dan', 'didalamnya', 'dilapis', 'lagi', 'dengan', 'bubble', 'wrap']","['mantap', 'pengirimannya', 'cepat', 'packing', 'aman', 'banget', 'isinya', 'didalamnya', 'dilapis', 'bubble', 'wrap']","['mantap', 'kirim', 'cepat', 'packing', 'aman', 'banget', 'isi', 'dalam', 'lap', 'bubble', 'wrap']",mantap kirim cepat packing aman banget isi dalam lap bubble wrap
warnanya bagus tahan lama. ringan di bibir,warnanya bagus tahan lama ringan di bibir,warnanya bagus tahan lama ringan di bibir,"['warnanya', 'bagus', 'tahan', 'lama', 'ringan', 'di', 'bibir']","['warnanya', 'bagus', 'tahan', 'ringan', 'bibir']","['warna', 'bagus', 'tahan', 'ringan', 'bibir']",warna bagus tahan ringan bibir
dapet gift penjepit bulu mata dan baguss. happy🤍 thanks somethinc,dapet gift penjepit bulu mata dan baguss happy thanks somethinc,dapat gift penjepit bulu mata dan bagus happy thanks somethinc,"['dapat', 'gift', 'penjepit', 'bulu', 'mata', 'dan', 'bagus', 'happy', 'thanks', 'somethinc']","['gift', 'penjepit', 'bulu', 'bagus', 'happy', 'thanks', 'somethinc']","['gift', 'jepit', 'bulu', 'bagus', 'happy', 'thanks', 'somethinc']",gift jepit bulu bagus happy thanks somethinc
maaf tapi di saya masih luntur eyeliner nya.,maaf tapi di saya masih luntur eyeliner nya,maaf tapi di saya masih luntur eyeliner nya,"['maaf', 'tapi', 'di', 'saya', 'masih', 'luntur', 'eyeliner', 'nya']","['maaf', 'luntur', 'eyeliner']","['maaf', 'luntur', 'eyeliner']",maaf luntur eyeliner
barang cepat sampai walaupun pesan nya malam dan barang nya sampai esok harinya,barang cepat sampai walaupun pesan nya malam dan barang nya sampai esok harinya,barang cepat sampai walaupun pesan nya malam dan barang nya sampai esok harinya,"['barang', 'cepat', 'sampai', 'walaupun', 'pesan', 'nya', 'malam', 'dan', 'barang', 'nya', 'sampai', 'esok', 'harinya']","['cepat', 'pesan', 'malam', 'esok', 'harinya']","['cepat', 'pesan', 'malam', 'esok', 'hari']",cepat pesan malam esok hari
